framework,file,model,prompt_id,exec_time,syntax_valid,syntax_error_msg,total_individuals,approx_triples,cls_tp,cls_fp,cls_fn,cls_precision,cls_recall,cls_f1,obj_tp,obj_fp,obj_fn,obj_precision,obj_recall,obj_f1,data_tp,data_fp,data_fn,data_precision,data_recall,data_f1,macro_precision,macro_recall,macro_f1,missing_concepts,missing_obj_props,missing_data_props,hallucinated_classes,duplicate_subjects,undefined_refs,onto_classes_found,extra_classes,used_obj_props,used_data_props
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P1,57.49,True,,26,128,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,6,0,2,1.0,0.75,0.8571,1.0,0.838,0.9105,Goal,hasWorkflowPattern,promptInputData; promptOutputIndicator,,,,Config; EndStep; Instance; LLMAgent; LanguageModel; Memory; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; containsResource; hasAgentConfig; hasAssociatedTask; hasConfig; hasToolConfig; hasWorkflowStep; interactsWith; nextStep; operatesIn; performedBy; performedByAgent; producedResource; relatedStep; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P1,50.75,True,,22,121,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,6,0,1,1.0,0.8571,0.9231,1.0,0.8737,0.9325,Goal,hasWorkflowPattern,promptOutputIndicator,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentResourceUsage; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasCapability; hasPrompt; hasToolConfig; hasWorkflowStep; interactsWith; performedByAgent; producedResource; requiresResource; resourceUsage; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P2,82.97,True,,28,142,5,0,4,1.0,0.5556,0.7143,6,0,2,1.0,0.75,0.8571,6,0,1,1.0,0.8571,0.9231,1.0,0.7209,0.8315,Goal; Tool; WorkflowPattern; WorkflowStep,hasWorkflowPattern; hasWorkflowStep,promptOutputIndicator,,,,Config; LLMAgent; LanguageModel; Prompt; Task,,agentPrompt; hasAgentConfig; interactsWith; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P2,73.84,True,,38,200,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,7,0,0,1.0,1.0,1.0,1.0,0.9213,0.9582,Tool,interactsWith,,,,,Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P2,61.17,True,,31,184,8,0,1,1.0,0.8889,0.9412,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9153,0.9548,Tool,,promptContext,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P2,71.26,True,,31,148,8,1,1,0.8889,0.8889,0.8889,8,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,0.963,0.963,0.963,Goal,,,Context,,,Capability; Config; EndStep; HumanAgent; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,Context,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextPattern; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P2,111.2,True,,38,194,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,7,0,0,1.0,1.0,1.0,1.0,0.9583,0.9778,,interactsWith,,,,,Capability; Config; EndStep; Goal; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P3,65.39,True,,24,121,7,0,2,1.0,0.7778,0.875,6,0,2,1.0,0.75,0.8571,7,0,0,1.0,1.0,1.0,1.0,0.8426,0.9107,Goal; Tool,hasWorkflowPattern; taskPrompt,,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAssociatedTask; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P3,80.11,True,,60,284,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,5,0,2,1.0,0.7143,0.8333,1.0,0.8261,0.9026,Tool,interactsWith,agentID; agentRole,,,,Config; EndStep; Goal; HumanAgent; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasPrompt; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P3,76.74,True,,42,181,8,0,1,1.0,0.8889,0.9412,8,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.963,0.9804,Tool,,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P3,83.32,True,,22,131,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,5,0,3,1.0,0.625,0.7692,1.0,0.875,0.9231,,,promptContext; promptInputData; promptOutputIndicator,,,,Capability; Config; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P3,94.15,True,,36,178,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Environment; Goal; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasEnvironmentConfig; hasRelatedPattern; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; operatesIn; performedBy; performedByAgent; producedResource; relatedStep; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P4,52.82,True,,28,118,7,0,2,1.0,0.7778,0.875,7,0,1,1.0,0.875,0.9333,6,0,1,1.0,0.8571,0.9231,1.0,0.8366,0.9105,Goal; Tool,interactsWith,promptOutputIndicator,,,,Config; EndStep; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; stepOrder
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P4,68.98,True,,43,186,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,7,0,0,1.0,1.0,1.0,1.0,0.9213,0.9582,Goal,interactsWith,,,,,Capability; Config; EndStep; HumanAgent; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P4,78.75,True,,33,164,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,6,0,1,1.0,0.8571,0.9231,1.0,0.9107,0.9521,,interactsWith,promptOutputIndicator,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P4,60.0,True,,24,104,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,7,0,1,1.0,0.875,0.9333,1.0,0.8796,0.9359,Goal,interactsWith,promptContext,,,,Config; EndStep; LLMAgent; LanguageModel; Memory; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasKnowledge; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P4,67.83,True,,32,143,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,5,0,2,1.0,0.7143,0.8333,1.0,0.9048,0.9444,,,agentRole; promptOutputIndicator,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L6-Planning_and_Stock_Report_Generation_instances.ttl,chatgpt,P4,55.94,True,,34,197,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,5,0,1,1.0,0.8333,0.9091,1.0,0.9028,0.9475,,interactsWith,promptOutputIndicator,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P5,71.09,True,,44,172,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9524,0.9744,,,promptContext,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasConfig; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P5,49.56,True,,27,97,8,0,1,1.0,0.8889,0.9412,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9153,0.9548,Tool,,promptContext,,,,Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P5,74.17,True,,48,212,7,0,2,1.0,0.7778,0.875,7,0,1,1.0,0.875,0.9333,5,0,2,1.0,0.7143,0.8333,1.0,0.789,0.8805,Goal; Tool,hasWorkflowPattern,promptContext; promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAssociatedTask; hasConfig; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P5,63.42,True,,39,182,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,6,0,2,1.0,0.75,0.8571,1.0,0.9167,0.9524,,,promptContext; promptInputData,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedBy; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P5,52.31,True,,29,115,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9524,0.9744,,,promptContext,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L6-Planning_and_Stock_Report_Generation_instances.ttl,chatgpt,P5,48.53,True,,39,193,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,6,0,0,1.0,1.0,1.0,1.0,0.9259,0.9583,Goal; Tool,,,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,agent_instances.ttl,chatgpt,P0,67.5,True,,34,181,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,6,0,0,1.0,1.0,1.0,1.0,0.9213,0.9582,Goal,nextStep,,,,,Capability; Config; EndStep; Environment; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; operatesIn; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptContext; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-express_instances.ttl,chatgpt,P0,51.39,True,,29,161,9,0,1,1.0,0.9,0.9474,9,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,Goal,,,,,,Capability; Config; Constraint; EndStep; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasRelatedPattern; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-nextjs-and-eval_instances.ttl,chatgpt,P0,47.0,True,,35,190,10,1,0,0.9091,1.0,0.9524,9,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.9697,1.0,0.9841,,,,Context,,,Capability; Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,Context,agentPrompt; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasRelatedPattern; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-nextjs_instances.ttl,chatgpt,P0,65.88,True,,23,137,10,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; relatedStep; requiresCapability; requiresResource; resourceUsage; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,crypto-chatbot_instances.ttl,chatgpt,P0,105.35,False,"Quote expected in string at ^ in omptInstruction """"""
^  This is a guide fo",10,68,5,0,3,1.0,0.625,0.7692,4,0,2,1.0,0.6667,0.8,3,0,3,1.0,0.5,0.6667,1.0,0.5972,0.7453,Config; Task; Tool,performedByAgent; taskPrompt,configKey; configValue; promptOutputIndicator,,,,Environment; Goal; LLMAgent; LanguageModel; Memory; Objective; Prompt; Team,,agentPrompt; agentResourceUsage; agentToolUsage; containsResource; contributesToGoal; hasAgentCapability; hasAgentConfig; hasAgentMember; hasEnvironmentConfig; hasKnowledge; hasPrompt; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; operatesIn; useLanguageModel,agentID; agentRole; envType; promptInstruction
Mastra AI,agent_instances.ttl,chatgpt,P1,35.83,True,,23,133,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,6,0,0,1.0,1.0,1.0,1.0,0.9583,0.9778,,hasWorkflowPattern,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasToolConfig; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresCapability; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-express_instances.ttl,chatgpt,P1,40.74,True,,18,92,8,0,2,1.0,0.8,0.8889,7,0,2,1.0,0.7778,0.875,7,0,0,1.0,1.0,1.0,1.0,0.8593,0.9213,Goal; Team,hasAgentMember; hasWorkflowPattern,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; requiresCapability; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-nextjs-and-eval_instances.ttl,chatgpt,P1,60.58,True,,29,123,9,0,1,1.0,0.9,0.9474,5,0,4,1.0,0.5556,0.7143,5,0,2,1.0,0.7143,0.8333,1.0,0.7233,0.8317,Team,hasAgentConfig; hasAgentMember; hasWorkflowPattern; nextStep,promptInputData; promptOutputIndicator,,,,Capability; Config; EndStep; Goal; Instance; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentGoal; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
Mastra AI,bird-checker-with-nextjs_instances.ttl,chatgpt,P1,59.83,True,,19,107,8,0,2,1.0,0.8,0.8889,6,0,3,1.0,0.6667,0.8,3,0,4,1.0,0.4286,0.6,1.0,0.6318,0.763,Config; Team,hasAgentConfig; hasAgentMember; hasWorkflowPattern,configKey; configValue; promptInputData; promptOutputIndicator,,,,Capability; EndStep; Goal; Instance; LLMAgent; LanguageModel; Objective; Prompt; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentGoal; hasAssociatedTask; hasCapability; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; requiresCapability; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; promptContext; promptInstruction; stepOrder
Mastra AI,crypto-chatbot_instances.ttl,chatgpt,P1,84.39,True,,51,258,8,0,0,1.0,1.0,1.0,5,0,1,1.0,0.8333,0.9091,5,0,1,1.0,0.8333,0.9091,1.0,0.8889,0.9394,,hasAgentConfig,promptOutputIndicator,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Memory; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentCapability; hasAssociatedTask; hasCapability; hasConfig; hasKnowledge; hasPrompt; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; performedBy; performedByAgent; producedResource; requiresCapability; requiresResource; taskPrompt; toolUsage; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction
Mastra AI,agent_instances.ttl,chatgpt,P2,50.53,True,,27,148,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextPattern; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
Mastra AI,bird-checker-with-express_instances.ttl,chatgpt,P2,69.55,True,,20,94,10,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
